emp_no,first_name,last_name,title,from_date,salary,id,count
106319,Jayson,Azulay,Senior Staff,1992-02-15,70493,17854,12771
69771,Chaitali,Ibel,Senior Staff,1992-02-15,48930,11020,12771
476203,Ohad,Mateescu,Senior Staff,1992-02-15,45056,50381,12771
407359,Suvo,Baezner,Senior Engineer,1992-02-14,40000,38024,13538
29759,Arif,Thimonier,Senior Staff,1992-02-14,40000,3660,12771
439541,Dines,Garnick,Senior Engineer,1992-02-14,81591,43722,13538
203465,Martina,Taneja,Senior Staff,1992-02-13,40000,19190,12771
107118,Jordanka,Skogmar,Senior Staff,1992-02-13,40000,18015,12771
437882,Salvador,Osgood,Senior Engineer,1992-02-13,40000,43415,13538
54777,Niteen,Oxenboll,Senior Staff,1992-02-13,58429,8222,12771
24613,Hitofumi,Stifter,Senior Staff,1992-02-13,72578,2684,12771
407390,Jacqueline,Greibach,Senior Staff,1992-02-13,40000,38034,12771
294018,Shietung,Pluym,Senior Engineer,1992-02-13,42840,35531,13538
49772,Navin,Cools,Senior Engineer,1992-02-13,40000,7338,13538
407163,Suebskul,Ranka,Senior Engineer,1992-02-12,40000,37989,13538
202232,Mack,Lalonde,Senior Engineer,1992-02-12,40000,18947,13538
269012,Ronghao,Puoti,Senior Engineer,1992-02-12,42129,30988,13538
475862,Zengping,Falck,Senior Engineer,1992-02-12,51495,50300,13538
211778,Srinidhi,Zallocco,Senior Engineer,1992-02-12,40000,20689,13538
12949,Geoff,Asrin,Senior Engineer,1992-02-12,40000,514,13538
61667,Domenico,Hasenauer,Senior Staff,1992-02-12,77399,9576,12771
245537,Uri,Broomell,Senior Engineer,1992-02-12,40000,26744,13538
109117,Arnould,Garnier,Senior Staff,1992-02-12,70502,18376,12771
438171,Oguz,Engberts,Senior Staff,1992-02-12,40000,43457,12771
431853,Doohun,Hooghiemstra,Senior Staff,1992-02-11,85144,42362,12771
222702,Dmitry,Barbanera,Senior Engineer,1992-02-11,63011,22693,13538
225968,Domenico,Brickell,Senior Engineer,1992-02-11,40000,23286,13538
106773,Tokuyasu,Simmel,Senior Engineer,1992-02-11,45174,17952,13538
45685,Anwar,Huhdanpaa,Senior Staff,1992-02-11,40000,6567,12771
57983,Ranga,Iisaku,Senior Staff,1992-02-10,40000,8856,12771
405693,Cathie,Calkin,Senior Engineer,1992-02-10,51176,37682,13538
466180,Troy,Lukaszewicz,Senior Engineer,1992-02-10,71601,48535,13538
493407,Tua,Gargeya,Senior Engineer,1992-02-10,70789,53531,13538
255768,Yuuichi,Plavsic,Senior Staff,1992-02-10,70968,28541,12771
427724,Steve,Khalid,Senior Staff,1992-02-10,44987,41675,12771
432918,Nechama,Ferretti,Senior Staff,1992-02-10,40000,42550,12771
454989,Jinxi,Sidou,Senior Staff,1992-02-09,43603,46458,12771
286288,Fayez,Huhdanpaa,Senior Engineer,1992-02-09,40000,34142,13538
48268,Kazuhisa,Hutton,Senior Staff,1992-02-09,54730,7049,12771
405535,Yagil,Schieder,Senior Staff,1992-02-09,60648,37656,12771
459462,Dzung,Lortz,Senior Engineer,1992-02-09,49986,47290,13538
58462,Ronnie,Paciorek,Senior Staff,1992-02-09,52453,8960,12771
96139,Constantijn,Pell,Senior Engineer,1992-02-09,40993,16000,13538
439835,Yucai,Papadias,Senior Engineer,1992-02-09,70186,43768,13538
462028,Rasiah,Angot,Senior Engineer,1992-02-08,40000,47766,13538
79477,Teruyuki,Gronowski,Senior Staff,1992-02-08,40000,12849,12771
202553,Limsoon,Krichel,Senior Staff,1992-02-08,64897,19015,12771
93273,Eberhardt,Schwartzbauer,Senior Staff,1992-02-08,40000,15454,12771
441332,Sverrir,Bruckman,Senior Engineer,1992-02-07,40000,44044,13538
476057,Charlene,Perna,Senior Engineer,1992-02-07,40000,50348,13538
42159,Ipke,Bala,Senior Engineer,1992-02-07,66459,5929,13538
88033,Masato,Callaway,Senior Engineer,1992-02-07,55068,14514,13538
472984,Achilleas,Molberg,Senior Staff,1992-02-07,40000,49776,12771
203578,Vojin,Codenie,Senior Staff,1992-02-06,84216,19211,12771
216016,Zhonghui,Schwaller,Senior Engineer,1992-02-06,43247,21431,13538
487684,Houman,Rahier,Senior Engineer,1992-02-06,40000,52495,13538
231238,Sarita,Tsukuda,Senior Engineer,1992-02-06,40000,24204,13538
467020,Kyoichi,Provine,Senior Engineer,1992-02-06,40000,48674,13538
105789,Qingxiang,Fordan,Senior Staff,1992-02-06,59645,17746,12771
292582,Nirmal,Bugrara,Senior Engineer,1992-02-06,51546,35287,13538
248572,Filipp,Fetvedt,Senior Staff,1992-02-06,95759,27260,12771
289013,Quingbo,Panangaden,Senior Engineer,1992-02-05,56399,34647,13538
280723,Arfst,Kolinko,Senior Engineer,1992-02-05,61816,33102,13538
69405,Lijia,Heping,Senior Staff,1992-02-05,40000,10943,12771
439147,Ebbe,Chiola,Senior Engineer,1992-02-05,46663,43640,13538
246549,Kwok,Picel,Senior Staff,1992-02-05,40000,26917,12771
95317,Srinidhi,Rosis,Senior Staff,1992-02-05,67675,15842,12771
447654,Padma,Guerreiro,Senior Engineer,1992-02-04,40000,45144,13538
35617,Guozhong,Yemenis,Senior Engineer,1992-02-04,42795,4718,13538
84982,Gino,Biron,Senior Staff,1992-02-04,64278,13891,12771
60255,Danae,Siochi,Senior Staff,1992-02-04,70562,9309,12771
281378,Denny,Denos,Senior Engineer,1992-02-04,40000,33220,13538
73523,Fei,Parascandalo,Senior Staff,1992-02-04,68413,11675,12771
424719,Feixiong,Curless,Senior Engineer,1992-02-04,48809,41130,13538
222929,Shigehiro,Murtha,Senior Staff,1992-02-03,75129,22721,12771
89033,Sailaja,Jansen,Senior Engineer,1992-02-03,40000,14722,13538
410657,Shaunak,Versino,Senior Staff,1992-02-03,40000,38636,12771
95767,Muzhong,Schmiedel,Senior Engineer,1992-02-03,40000,15920,13538
402730,Armond,Puoti,Senior Engineer,1992-02-03,40000,37158,13538
258318,Manibrata,Remmele,Senior Engineer,1992-02-03,47253,29006,13538
406095,Sushant,Marchesini,Senior Staff,1992-02-03,63010,37772,12771
450689,Sivanarayana,Gill,Senior Staff,1992-02-03,67892,45699,12771
458494,Sukumar,Jeong,Senior Staff,1992-02-02,40000,47096,12771
498283,Luisa,Swan,Senior Engineer,1992-02-02,40000,54429,13538
108612,Ung,Joslin,Senior Engineer,1992-02-01,40000,18288,13538
403724,Gita,Buchter,Senior Staff,1992-02-01,79537,37313,12771
41074,Leen,Siochi,Senior Staff,1992-02-01,95738,5736,12771
60414,Xuejia,Vitiello,Senior Staff,1992-02-01,57314,9332,12771
464601,Honesty,Garigliano,Senior Engineer,1992-02-01,52982,48264,13538
498984,Lenore,Trelles,Senior Staff,1992-02-01,47051,54563,12771
13841,Christophe,Spinelli,Technique Leader,1992-02-01,52277,679,1589
437223,Syozo,Lorin,Senior Staff,1992-01-31,43332,43302,12771
283653,Neelam,Camurati,Senior Staff,1992-01-31,43254,33626,12771
409199,Shushma,Ballarin,Senior Engineer,1992-01-31,57372,38395,13538
267663,Kirk,Bellmore,Senior Engineer,1992-01-31,69333,30757,13538
206411,Shigeichiro,Vidal,Senior Engineer,1992-01-31,55548,19729,13538
262498,Navin,Sluis,Senior Staff,1992-01-30,40000,29805,12771
240341,Constantijn,Vendrig,Senior Staff,1992-01-30,40000,25900,12771
37023,Shiv,Flasterstein,Senior Engineer,1992-01-30,77184,4979,13538
63209,Yakkov,Eiron,Senior Staff,1992-01-30,40000,9853,12771
78888,Shimshon,Lung,Senior Staff,1992-01-30,72430,12745,12771
20958,Ashish,Eiron,Senior Engineer,1992-01-29,55761,1967,13538
53468,Yifei,Muhlberg,Senior Engineer,1992-01-29,71793,8015,13538
218417,Moto,Aamodt,Senior Engineer,1992-01-29,64792,21831,13538
12082,Xinan,Yamaashi,Senior Staff,1992-01-29,72118,357,12771
76455,Jolita,Redmiles,Senior Staff,1992-01-29,76827,12243,12771
234617,Dekang,Jenevein,Senior Staff,1992-01-29,40598,24863,12771
289433,Demos,Maquelin,Senior Staff,1992-01-29,60477,34724,12771
259102,Jiong,Nitta,Senior Engineer,1992-01-29,40000,29183,13538
402406,Mats,Larfeldt,Senior Staff,1992-01-29,62585,37109,12771
75574,Utpal,Melton,Senior Staff,1992-01-28,79671,12073,12771
103358,Takushi,Legleitner,Senior Staff,1992-01-28,62439,17272,12771
256235,Oguz,Halevi,Senior Staff,1992-01-28,72421,28631,12771
100092,Eckart,Cannane,Senior Engineer,1992-01-28,44308,16684,13538
283262,Chrisa,Cullers,Senior Staff,1992-01-28,48173,33557,12771
416452,Venkatesan,Malabarba,Senior Staff,1992-01-28,46694,39655,12771
499171,Michaela,Bamford,Technique Leader,1992-01-28,43162,54586,1589
470475,Josyula,Siepmann,Senior Staff,1992-01-28,67126,49271,12771
465932,Mori,Stifter,Senior Staff,1992-01-27,70373,48488,12771
442085,Jeong,Peha,Senior Staff,1992-01-27,82044,44151,12771
277588,Kensei,Guerreiro,Senior Staff,1992-01-27,68117,32524,12771
22332,Rosine,Hebden,Senior Staff,1992-01-27,40000,2215,12771
49340,Rosella,Egerstedt,Senior Engineer,1992-01-27,53387,7255,13538
448102,Tamiya,Wissmann,Senior Engineer,1992-01-26,40000,45206,13538
31227,Aluzio,McConalogue,Senior Engineer,1992-01-26,40000,3931,13538
20651,Alexius,Vickson,Senior Engineer,1992-01-26,49811,1926,13538
290816,Sachem,Cochrane,Senior Staff,1992-01-26,87911,34966,12771
421050,Zita,Olivero,Senior Engineer,1992-01-25,53751,40471,13538
44395,Mario,Eastman,Senior Engineer,1992-01-25,82198,6308,13538
214920,Ipke,Caine,Senior Staff,1992-01-25,48323,21225,12771
98241,Felicidad,Kroha,Senior Engineer,1992-01-25,47974,16351,13538
478134,Ayonca,Lunn,Senior Staff,1992-01-25,57061,50724,12771
482127,Georgy,Pena,Senior Staff,1992-01-24,40000,51419,12771
455844,Masadi,Rosiles,Technique Leader,1992-01-24,40000,46616,1589
489885,Heng,Guting,Senior Engineer,1992-01-24,42590,52859,13538
401474,Keung,Monkewich,Senior Engineer,1992-01-24,60604,36937,13538
417399,Moto,Pulkowski,Senior Engineer,1992-01-24,58528,39813,13538
81785,Patricia,Rando,Senior Staff,1992-01-24,65584,13289,12771
85525,Chenyi,Schlenzig,Senior Staff,1992-01-24,43424,14010,12771
478234,Mayuri,Bach,Senior Engineer,1992-01-24,52177,50736,13538
24486,Kerhong,Quaggetto,Senior Staff,1992-01-24,61923,2659,12771
28933,Alain,Bernick,Senior Staff,1992-01-24,40000,3502,12771
244021,Sungwon,Taubenfeld,Senior Staff,1992-01-24,73689,26502,12771
43883,Zhigen,Aseltine,Senior Staff,1992-01-23,40000,6207,12771
266908,Kokou,Thorensen,Senior Engineer,1992-01-23,58992,30635,13538
285680,Younwoo,Lieberherr,Senior Engineer,1992-01-22,46924,34042,13538
264250,Shmuel,Fasbender,Senior Engineer,1992-01-22,40000,30142,13538
65102,Souichi,Delgrange,Senior Staff,1992-01-21,40000,10162,12771
415980,Charmane,Marrakchi,Senior Engineer,1992-01-21,67614,39576,13538
259006,Sreekrishna,Neimat,Senior Engineer,1992-01-21,63177,29161,13538
281617,Byong,Argence,Senior Staff,1992-01-21,63472,33264,12771
293144,Junichi,Huhdanpaa,Senior Staff,1992-01-20,61140,35376,12771
14621,Souichi,Wixon,Senior Staff,1992-01-20,66404,792,12771
75064,Insup,Kalorkoti,Senior Staff,1992-01-20,40000,11973,12771
490572,Changho,Rullman,Senior Engineer,1992-01-19,40328,53005,13538
31546,Isamu,Silva,Senior Engineer,1992-01-19,81040,3992,13538
243695,Harngdar,Stasinski,Senior Engineer,1992-01-19,58833,26442,13538
71214,Kiyomitsu,Toyoshima,Senior Engineer,1992-01-19,44791,11239,13538
101240,Oldrich,Perin,Senior Staff,1992-01-18,84304,16901,12771
104748,Xianlong,Bennet,Senior Staff,1992-01-18,40000,17538,12771
66123,Jinxi,Comte,Senior Engineer,1992-01-18,47981,10361,13538
59413,Huei,Albarhamtoshy,Senior Staff,1992-01-18,77080,9152,12771
220211,Hironoby,Reinhart,Senior Engineer,1992-01-17,59110,22202,13538
432663,Pohua,Delgrande,Senior Engineer,1992-01-17,40000,42500,13538
246959,Tomoyuki,Lindenbaum,Senior Staff,1992-01-17,51849,26986,12771
261262,Bikash,Schahn,Senior Staff,1992-01-17,51622,29578,12771
416830,Pranas,Junet,Senior Staff,1992-01-17,41962,39716,12771
458597,Valeri,Feldmann,Senior Staff,1992-01-17,58981,47118,12771
464622,Minghong,Liesche,Senior Staff,1992-01-16,77162,48269,12771
105603,Masoud,Sommer,Senior Staff,1992-01-16,101872,17712,12771
286555,Muneo,Sichman,Senior Staff,1992-01-16,40000,34199,12771
207987,Caolyn,Bondorf,Senior Engineer,1992-01-16,42231,19982,13538
428705,Tommaso,Adachi,Senior Engineer,1992-01-16,59399,41851,13538
60611,Feixiong,Baba,Senior Staff,1992-01-15,51424,9370,12771
264984,Pranav,Birdsall,Senior Staff,1992-01-15,40000,30304,12771
464179,Weiru,Krogh,Senior Engineer,1992-01-15,50583,48194,13538
461157,Fai,Kaiser,Senior Engineer,1992-01-14,40000,47606,13538
212618,Haldun,Anido,Senior Staff,1992-01-14,44446,20826,12771
288574,Fayez,Paludetto,Senior Staff,1992-01-14,75549,34558,12771
426614,Elliott,Jullig,Senior Engineer,1992-01-14,40297,41450,13538
297914,Mark,Brandsma,Senior Engineer,1992-01-14,40000,36273,13538
79178,Danae,Worfolk,Senior Engineer,1992-01-14,53203,12795,13538
464799,Dipankar,Undy,Senior Engineer,1992-01-14,40000,48298,13538
451908,Xinglin,Polajnar,Senior Staff,1992-01-14,62002,45907,12771
94681,Nigel,Clemencon,Senior Engineer,1992-01-13,45741,15734,13538
276972,Cordelia,Butner,Senior Staff,1992-01-13,79181,32432,12771
258624,Dines,Swab,Senior Staff,1992-01-12,84313,29071,12771
445493,Arvind,Ramsey,Senior Engineer,1992-01-12,58391,44753,13538
480699,Jiafu,Garnick,Senior Engineer,1992-01-12,87000,51148,13538
478279,Mack,Beeson,Senior Engineer,1992-01-12,57220,50749,13538
32931,Almudena,DasSarma,Senior Staff,1992-01-12,74697,4263,12771
280643,Dmitry,Peroz,Senior Staff,1992-01-12,55627,33086,12771
479402,Martina,Perfilyeva,Senior Staff,1992-01-12,65963,50915,12771
475886,Adam,Vecchio,Senior Staff,1992-01-12,86937,50312,12771
423579,Gopalakrishnan,Etalle,Senior Staff,1992-01-11,66609,40916,12771
62799,Gretta,Murtagh,Senior Staff,1992-01-11,40000,9785,12771
297580,Zhonghui,Seiwald,Senior Staff,1992-01-10,67887,36208,12771
16759,Vojin,Masaki,Senior Engineer,1992-01-10,40000,1217,13538
269678,Richard,Coney,Senior Engineer,1992-01-10,54033,31119,13538
29182,Arumugam,Aamodt,Senior Staff,1992-01-09,40000,3553,12771
266762,Niranjan,Luon,Senior Engineer,1992-01-09,57047,30610,13538
286502,Margo,Barbanera,Senior Staff,1992-01-09,53931,34187,12771
215172,Sukumar,Vigier,Senior Engineer,1992-01-09,49864,21279,13538
497331,Toshimori,Snyers,Senior Engineer,1992-01-09,40000,54260,13538
441477,Kerryn,Sevcikova,Senior Staff,1992-01-09,92717,44070,12771
495415,Tadanori,Lammel,Senior Staff,1992-01-08,46927,53921,12771
233934,Nimmagadda,Hanabata,Technique Leader,1992-01-08,53473,24704,1589
453501,Yishai,Pocchiola,Senior Engineer,1992-01-08,43830,46184,13538
221800,Youpyo,Schaad,Senior Engineer,1992-01-08,40000,22501,13538
241750,Shih,Grabner,Senior Engineer,1992-01-08,40000,26101,13538
225617,Tommaso,Pettit,Senior Staff,1992-01-07,40000,23213,12771
496729,Zhonghua,Sigstam,Senior Engineer,1992-01-07,52805,54151,13538
426010,Utpal,Koblitz,Senior Staff,1992-01-07,75107,41351,12771
486946,Idoia,Chleq,Senior Staff,1992-01-07,48481,52348,12771
404009,Irena,Codenie,Senior Staff,1992-01-06,87750,37367,12771
424765,Lillian,Azevdeo,Senior Engineer,1992-01-06,58195,41136,13538
407648,Neelam,Reinhard,Senior Staff,1992-01-06,45310,38089,12771
51455,Jinpo,Schnabel,Senior Engineer,1992-01-06,78373,7653,13538
66229,Dannz,Mayerwieser,Senior Staff,1992-01-06,75284,10391,12771
260302,Munir,Velasco,Senior Engineer,1992-01-06,61964,29410,13538
11810,Amabile,Bhattacharjee,Senior Engineer,1992-01-05,41256,315,13538
47288,Nishit,Ratnaker,Senior Staff,1992-01-05,92306,6876,12771
459988,Fatemeh,Radivojevic,Senior Engineer,1992-01-04,40000,47394,13538
401326,Zorica,Cullers,Senior Staff,1992-01-04,87965,36914,12771
238044,Leen,Conti,Senior Staff,1992-01-04,56898,25471,12771
413195,Sachin,Halloran,Senior Engineer,1992-01-04,58556,39084,13538
414978,Sorina,Jiafu,Senior Staff,1992-01-04,40000,39392,12771
39443,Weidon,Ratnaker,Senior Staff,1992-01-04,40000,5429,12771
493150,Toshiki,Zockler,Technique Leader,1992-01-04,57365,53479,1589
455336,Debaprosad,Hatcliff,Senior Staff,1992-01-03,63056,46529,12771
499035,Lene,Neiman,Senior Staff,1992-01-03,82037,54568,12771
203493,Ulf,Camarinopoulos,Senior Engineer,1992-01-03,40000,19201,13538
289650,Teunis,Felder,Senior Staff,1992-01-03,40000,34760,12771
41857,Munehiko,Beznosov,Senior Staff,1992-01-03,51412,5869,12771
440548,Szabolcs,Eastman,Senior Engineer,1992-01-02,42890,43905,13538
465268,Changho,Laventhal,Senior Staff,1992-01-02,57857,48372,12771
90805,Masoud,Sessa,Technique Leader,1992-01-02,40000,15027,1589
484504,Gou,Orlowski,Senior Staff,1992-01-02,67440,51896,12771
45293,Duke,Lakshmanan,Technique Leader,1992-01-01,40000,6488,1589
407967,Tamiya,Simkin,Senior Engineer,1992-01-01,54842,38154,13538
246812,Goa,Jonsson,Senior Engineer,1992-01-01,55097,26963,13538
268761,Zhanqiu,Buescher,Senior Staff,1992-01-01,65409,30935,12771
493163,Eirik,Shrader,Senior Engineer,1991-12-31,53890,53483,13538
24166,Niranjan,Chinal,Senior Staff,1991-12-31,57476,2607,12771
419931,Yishay,Koblick,Senior Engineer,1991-12-31,59587,40275,13538
248706,Panayotis,Azuma,Senior Staff,1991-12-31,81045,27287,12771
223872,Supot,Penttonen,Senior Staff,1991-12-31,64205,22891,12771
71541,Kwangsub,Chartres,Senior Staff,1991-12-31,70697,11304,12771
456326,Huican,Stentiford,Senior Staff,1991-12-31,50940,46705,12771
451651,Margareta,Angel,Senior Staff,1991-12-31,40000,45876,12771
455966,Guoxiang,Rissanen,Senior Staff,1991-12-31,58528,46631,12771
461328,Mohit,McAffer,Senior Staff,1991-12-30,97207,47632,12771
452675,Leszek,Lemarechal,Senior Staff,1991-12-30,48685,46055,12771
272876,Aamer,Standera,Senior Staff,1991-12-30,40000,31690,12771
456036,Hitofumi,Swist,Senior Engineer,1991-12-30,40000,46648,13538
92415,Zorica,Lemarechal,Senior Staff,1991-12-30,60129,15300,12771
57111,Armond,Suermann,Senior Engineer,1991-12-30,40000,8688,13538
101470,Toshiki,Champarnaud,Senior Engineer,1991-12-30,40000,16949,13538
79979,Yunming,Papsdorf,Senior Engineer,1991-12-29,69991,12930,13538
38191,Huei,Suomi,Senior Staff,1991-12-29,46724,5218,12771
269712,Kazunori,Vieth,Senior Engineer,1991-12-29,44350,31128,13538
401472,LiMin,Rijckaert,Senior Staff,1991-12-29,55463,36934,12771
44484,Pasqua,Gelosh,Senior Staff,1991-12-29,40000,6327,12771
466759,Ferdinand,Ashish,Senior Engineer,1991-12-29,40000,48641,13538
482438,Nathan,Gulik,Senior Staff,1991-12-29,50218,51487,12771
457606,Bodo,Janocha,Senior Staff,1991-12-28,67984,46937,12771
243311,Mikhail,Dengi,Senior Staff,1991-12-28,80666,26373,12771
24891,Sham,Danner,Senior Staff,1991-12-28,40000,2736,12771
294022,Xiahua,Vidal,Senior Engineer,1991-12-28,52416,35533,13538
468200,Munehiko,VanScheik,Senior Engineer,1991-12-27,49630,48890,13538
416177,Khun,Turnbull,Senior Engineer,1991-12-27,59215,39614,13538
245790,Yongmao,Alblas,Senior Staff,1991-12-26,57246,26786,12771
33784,Alenka,Mandelberg,Senior Staff,1991-12-26,40000,4407,12771
62098,Breannda,Sommer,Senior Staff,1991-12-26,59196,9666,12771
485469,Chaosheng,Mitchem,Senior Engineer,1991-12-26,40000,52073,13538
277928,Uma,Pettey,Senior Engineer,1991-12-26,40000,32581,13538
31970,Taegyun,Zaumen,Senior Engineer,1991-12-25,40000,4082,13538
497504,Mountaz,Porotnikoff,Senior Staff,1991-12-25,40000,54298,12771
438040,Kauko,Pelz,Senior Staff,1991-12-25,65713,43435,12771
37840,Vidar,Georg,Technique Leader,1991-12-24,40000,5163,1589
495054,Yurii,Einsfeld,Senior Engineer,1991-12-24,53995,53842,13538
29519,Theirry,Bahr,Senior Engineer,1991-12-24,55816,3622,13538
44029,Karlis,Heping,Senior Staff,1991-12-24,53110,6238,12771
15438,Constantijn,Munoz,Senior Staff,1991-12-24,43326,963,12771
79688,Gift,Billingsley,Senior Engineer,1991-12-23,56991,12875,13538
61879,Saniya,Steinauer,Senior Engineer,1991-12-23,43848,9634,13538
403296,Seongbae,Backhouse,Senior Staff,1991-12-22,66997,37239,12771
38019,Charlene,Yoshimura,Senior Staff,1991-12-22,94643,5199,12771
83913,Xuejia,Mitsuhashi,Senior Engineer,1991-12-22,67262,13716,13538
475508,Heng,Miculan,Senior Staff,1991-12-22,88331,50210,12771
457240,Masali,Kitsuregawa,Senior Staff,1991-12-22,52637,46888,12771
471124,Shakhar,Falck,Technique Leader,1991-12-21,62904,49385,1589
47764,Nadjib,Demri,Senior Staff,1991-12-21,49053,6942,12771
478779,Ingmar,Vural,Senior Engineer,1991-12-21,72087,50824,13538
107759,Golgen,Coorg,Senior Staff,1991-12-21,52504,18136,12771
414206,Yonghong,Picci,Senior Engineer,1991-12-20,53810,39259,13538
97015,Snehasis,Asser,Senior Engineer,1991-12-20,40000,16131,13538
25993,Kazuhiro,Luft,Senior Staff,1991-12-20,49060,2953,12771
427988,Martial,Barvinok,Senior Staff,1991-12-20,60053,41728,12771
248626,Yolla,Gruenwald,Senior Engineer,1991-12-19,44424,27272,13538
32221,Pranas,Snedden,Senior Staff,1991-12-19,80099,4132,12771
289357,Anoosh,Marletta,Senior Staff,1991-12-18,57385,34713,12771
442433,Jingling,Roohalamini,Senior Staff,1991-12-18,46130,44199,12771
486537,Mayuri,Orlowska,Senior Staff,1991-12-18,66692,52267,12771
464310,Marit,Molenkamp,Senior Staff,1991-12-18,57062,48206,12771
438848,Vishv,Marchesini,Senior Engineer,1991-12-17,40000,43590,13538
485786,Masanao,Kobuchi,Senior Engineer,1991-12-17,44500,52123,13538
259248,Chuanyi,Hertweck,Senior Engineer,1991-12-17,40000,29213,13538
271752,Yuguang,Lipner,Senior Staff,1991-12-16,46638,31487,12771
37546,Debaprosad,Menhardt,Senior Engineer,1991-12-16,43499,5101,13538
255902,Elvia,Businaro,Senior Engineer,1991-12-16,68110,28565,13538
210216,Fumitake,Feldmann,Senior Engineer,1991-12-16,40000,20405,13538
287107,Gao,Benzmuller,Senior Engineer,1991-12-15,60643,34296,13538
50294,Arto,Cronan,Senior Staff,1991-12-15,67191,7435,12771
205582,Zhigen,Panienski,Senior Engineer,1991-12-14,40000,19561,13538
253572,Sachem,Schoegge,Senior Staff,1991-12-14,40000,28163,12771
458875,Hatim,Vesna,Senior Engineer,1991-12-14,40000,47172,13538
13371,Nakhoon,Riexinger,Senior Engineer,1991-12-13,40000,593,13538
203405,Alper,Giaccio,Senior Staff,1991-12-13,94090,19181,12771
83284,Genta,Ghalwash,Senior Engineer,1991-12-12,50036,13577,13538
275735,Chinya,Compeau,Senior Staff,1991-12-11,40000,32199,12771
99014,Adly,Siprelle,Senior Staff,1991-12-11,68063,16504,12771
412431,Ranan,Ghalwash,Senior Staff,1991-12-11,52927,38941,12771
258084,Juichirou,Setia,Senior Staff,1991-12-11,54388,28953,12771
281414,Giri,Kusakari,Senior Staff,1991-12-11,40000,33228,12771
293784,Radhika,Feldhoffer,Technique Leader,1991-12-11,40000,35486,1589
443557,Ute,Androutsos,Senior Staff,1991-12-10,57872,44368,12771
65840,Sreekrishna,Magalhaes,Senior Engineer,1991-12-10,43394,10326,13538
202246,Froduald,Danecki,Senior Engineer,1991-12-10,40000,18949,13538
67571,Gro,Iisaka,Senior Staff,1991-12-10,40000,10624,12771
268717,Zejun,Pettis,Senior Engineer,1991-12-10,51315,30922,13538
42746,Manu,Billawala,Senior Engineer,1991-12-10,63771,6025,13538
241580,Ortrun,Motley,Senior Engineer,1991-12-09,40000,26072,13538
242554,Sadegh,Masamoto,Senior Staff,1991-12-09,40000,26230,12771
432083,Xiaoqiang,Assaf,Senior Engineer,1991-12-09,40000,42394,13538
93509,Lijie,Perl,Senior Engineer,1991-12-09,40000,15510,13538
78542,Atilio,Matzat,Senior Engineer,1991-12-09,49494,12692,13538
56804,Arra,Heinisuo,Senior Engineer,1991-12-09,71519,8619,13538
22072,Kasturi,Pettit,Senior Engineer,1991-12-09,51418,2170,13538
426058,Kristin,Sifakis,Senior Staff,1991-12-09,69947,41355,12771
487374,Jayesh,Swiss,Senior Staff,1991-12-08,44550,52427,12771
429144,Anyuan,Merks,Senior Staff,1991-12-08,61984,41917,12771
407026,Ishfaq,Bauknecht,Senior Engineer,1991-12-08,42388,37961,13538
239096,Kwan,Highland,Senior Engineer,1991-12-08,40467,25658,13538
34208,Rosine,Tsunoo,Senior Engineer,1991-12-08,40000,4485,13538
19955,IEEE,Conry,Senior Staff,1991-12-08,65157,1794,12771
53160,Susumu,Rossi,Senior Staff,1991-12-08,40000,7950,12771
78185,Mamdouh,Klassen,Senior Engineer,1991-12-08,40000,12609,13538
232868,Tua,Suri,Senior Engineer,1991-12-07,53801,24500,13538
268009,Yolla,Quadeer,Senior Engineer,1991-12-07,52608,30809,13538
205471,Bernd,Vasanthakumar,Senior Staff,1991-12-07,40000,19534,12771
64933,Kristin,Mungall,Senior Staff,1991-12-07,68525,10134,12771
106946,Oksana,Luiz,Senior Staff,1991-12-07,100204,17983,12771
443617,Hercules,Molberg,Senior Staff,1991-12-07,53259,44380,12771
232907,Bernd,Christ,Senior Staff,1991-12-06,47728,24515,12771
221302,Tomokazu,Lieblein,Senior Engineer,1991-12-06,40000,22408,13538
258657,Denis,Choobineh,Senior Engineer,1991-12-06,53853,29080,13538
447220,Inderjeet,Malinowski,Senior Engineer,1991-12-05,58336,45081,13538
401897,Hauke,Collette,Senior Staff,1991-12-05,52828,37010,12771
475760,Billur,Hockney,Senior Engineer,1991-12-05,62078,50275,13538
90122,Taisook,Halevi,Senior Staff,1991-12-05,79995,14901,12771
453661,Yifei,Stanger,Senior Engineer,1991-12-05,67738,46221,13538
210802,Christoph,Perz,Senior Staff,1991-12-05,43776,20548,12771
47103,Mamdouh,Lueh,Senior Staff,1991-12-04,48788,6831,12771
247729,Filipp,Morris,Senior Engineer,1991-12-04,51795,27106,13538
88441,Mart,Moehrke,Senior Engineer,1991-12-04,43770,14590,13538
279972,Jianhua,Gecsei,Senior Staff,1991-12-04,61807,32955,12771
205212,Chaoyi,Ghalwash,Senior Engineer,1991-12-03,40000,19482,13538
49594,Morris,Eiron,Senior Engineer,1991-12-03,40000,7302,13538
458766,Xiong,Benzmuller,Senior Staff,1991-12-03,47602,47150,12771
232038,Ennio,Bach,Senior Engineer,1991-12-02,40000,24349,13538
463426,Tetsurou,DuCasse,Senior Engineer,1991-12-02,40000,48038,13538
105223,Jiakeng,Manders,Senior Engineer,1991-12-02,48708,17624,13538
431158,Chikako,Limongiello,Senior Engineer,1991-12-02,63583,42233,13538
